E055	E056	E059	E061	E057	E058	E028	E027	E104	E095	E105	E065	E085	E084	E109	E106	E079	E094	gene_id	gene_name
Low	Low	Low	Low	Low	Low	Low	High	Low	Low	Low	Low	High	High	High	Low	Low	High	ENSG00000145198	VWA5B2
High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	Low	Low	Low	ENSG00000145217	SLC26A1
Low	High	Low	High	High	High	High	High	Low	Low	Low	High	Low	Low	Low	Low	Low	Low	ENSG00000145246	ATP10D
Low	Low	High	Low	High	Low	High	Low	Low	Low	Low	Low	High	High	Low	Low	Low	Low	ENSG00000145284	SCD5
Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	High	High	High	High	ENSG00000145287	PLAC8
High	Low	Low	Low	Low	High	High	High	High	High	High	High	High	High	High	High	High	High	ENSG00000145331	TRMT10A
Low	Low	Low	High	Low	High	Low	Low	Low	Low	Low	High	High	High	High	Low	Low	High	ENSG00000145332	KLHL8
High	High	Low	Low	Low	Low	High	High	High	High	High	Low	High	Low	Low	Low	Low	Low	ENSG00000145349	CAMK2D
Low	High	High	High	High	High	Low	High	High	Low	Low	High	High	Low	Low	High	Low	High	ENSG00000145358	DDIT4L
Low	Low	Low	Low	Low	Low	Low	Low	High	Low	Low	High	High	High	High	High	Low	Low	ENSG00000145384	FABP2
High	High	High	High	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000145414	NAF1
High	High	Low	Low	Low	Low	Low	High	Low	Low	Low	High	Low	Low	High	Low	High	Low	ENSG00000145423	SFRP2
High	High	Low	Low	Low	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000145431	PDGFC
High	High	High	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	High	High	High	Low	ENSG00000145545	SRD5A1
High	High	High	High	High	High	High	High	Low	Low	Low	Low	High	Low	High	Low	Low	High	ENSG00000145555	MYO10
Low	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	High	High	Low	Low	ENSG00000145569	FAM105A
High	High	High	High	High	High	High	Low	Low	Low	Low	High	High	High	High	High	High	Low	ENSG00000145604	SKP2
High	High	High	Low	High	High	High	High	High	High	High	Low	Low	Low	High	High	High	High	ENSG00000145623	OSMR
Low	Low	High	High	Low	Low	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000145685	LHFPL2
High	High	Low	High	High	High	High	High	Low	High	Low	High	High	High	Low	High	Low	Low	ENSG00000145715	RASA1
Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	High	Low	Low	Low	Low	Low	Low	ENSG00000145723	GIN1
High	High	Low	High	High	High	High	High	High	High	High	High	High	High	Low	Low	High	Low	ENSG00000145730	PAM
High	Low	Low	Low	High	High	High	High	High	High	High	High	Low	Low	Low	Low	High	Low	ENSG00000145777	TSLP
Low	Low	Low	Low	High	High	Low	High	High	Low	Low	High	High	High	High	High	High	High	ENSG00000145824	CXCL14
Low	Low	High	High	High	High	Low	High	High	High	High	Low	Low	High	High	High	High	High	ENSG00000145911	N4BP3
Low	Low	Low	Low	Low	Low	Low	High	High	High	High	High	Low	High	High	High	High	High	ENSG00000145936	KCNMB1
Low	Low	High	High	High	Low	High	Low	High	High	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000145979	TBC1D7
Low	Low	High	Low	High	High	High	Low	High	High	High	Low	Low	Low	Low	Low	Low	Low	ENSG00000145990	GFOD1
High	High	High	High	High	High	High	Low	High	High	High	High	Low	Low	Low	High	High	Low	ENSG00000146054	TRIM7
Low	Low	Low	Low	High	High	High	High	Low	Low	Low	Low	High	High	Low	High	High	High	ENSG00000146072	TNFRSF21
High	High	High	High	Low	Low	Low	Low	High	High	High	High	Low	High	High	Low	High	High	ENSG00000146122	DAAM2
Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	High	High	High	High	High	High	High	ENSG00000146192	FGD2
High	High	Low	Low	Low	Low	Low	Low	Low	Low	High	High	Low	Low	Low	Low	High	Low	ENSG00000146197	SCUBE3
Low	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	High	Low	Low	ENSG00000146205	ANO7
High	High	Low	Low	Low	High	Low	High	Low	Low	Low	Low	High	High	Low	Low	Low	Low	ENSG00000146247	PHIP
High	High	Low	Low	High	High	High	High	Low	Low	Low	Low	High	High	Low	Low	Low	Low	ENSG00000146373	RNF217
High	High	Low	Low	Low	High	Low	Low	Low	Low	Low	High	High	High	High	Low	Low	High	ENSG00000146376	ARHGAP18
Low	Low	High	High	High	High	High	High	Low	Low	High	High	High	High	High	High	High	High	ENSG00000146409	SLC18B1
High	High	High	High	High	High	Low	High	Low	Low	Low	Low	Low	Low	High	Low	Low	Low	ENSG00000146410	MTFR2
Low	Low	Low	Low	Low	Low	Low	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	ENSG00000146411	SLC2A12
High	Low	Low	High	Low	High	Low	High	Low	Low	Low	Low	High	Low	Low	Low	Low	Low	ENSG00000146414	SHPRH
High	High	High	High	High	High	High	High	Low	High	High	Low	High	High	Low	Low	Low	High	ENSG00000146463	ZMYM4
Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	Low	High	High	High	High	High	Low	ENSG00000146469	VIP
High	High	High	High	High	High	High	Low	High	High	High	High	Low	Low	Low	High	Low	High	ENSG00000146540	C7orf50
High	High	Low	Low	High	High	High	High	Low	Low	Low	Low	High	High	Low	Low	High	Low	ENSG00000146648	EGFR
High	High	High	High	High	High	Low	Low	Low	Low	Low	Low	High	High	High	High	High	High	ENSG00000146670	CDCA5
High	High	High	High	High	High	High	Low	Low	High	Low	Low	High	High	High	High	Low	High	ENSG00000146733	PSPH
Low	Low	Low	Low	Low	Low	High	High	Low	Low	Low	Low	High	High	High	High	High	High	ENSG00000146757	ZNF92
High	High	High	High	High	High	High	Low	Low	Low	Low	Low	High	High	Low	Low	High	High	ENSG00000146858	ZC3HAV1L
High	Low	High	High	Low	Low	High	Low	High	High	High	High	High	High	High	High	High	Low	ENSG00000146859	TMEM140
High	Low	Low	Low	High	High	High	High	Low	Low	Low	High	High	High	High	High	High	High	ENSG00000146904	EPHA1
High	High	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	High	High	Low	Low	ENSG00000146918	NCAPG2
High	High	Low	Low	Low	Low	High	High	High	High	High	High	Low	High	High	High	High	High	ENSG00000147027	TMEM47
High	High	High	High	Low	Low	High	Low	High	High	High	High	High	High	Low	Low	High	High	ENSG00000147059	SPIN2A
High	High	Low	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000147100	SLC16A2
Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	Low	Low	Low	High	Low	High	Low	ENSG00000147113	CXorf36
High	High	Low	Low	Low	Low	Low	Low	High	High	High	Low	Low	Low	Low	Low	Low	Low	ENSG00000147119	CHST7
High	High	Low	Low	Low	Low	Low	High	Low	Low	High	High	Low	Low	Low	Low	Low	Low	ENSG00000147121	KRBOX4
High	High	Low	Low	Low	High	High	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	ENSG00000147124	ZNF41
High	High	Low	Low	Low	High	High	High	Low	Low	Low	Low	High	High	Low	High	Low	Low	ENSG00000147133	TAF1
Low	High	Low	Low	High	Low	High	High	High	High	High	High	Low	High	Low	Low	High	High	ENSG00000147166	ITGB1BP2
Low	Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	High	High	High	High	High	High	ENSG00000147168	IL2RG
Low	Low	Low	Low	Low	High	Low	High	High	Low	Low	Low	High	High	Low	Low	High	Low	ENSG00000147180	ZNF711
High	High	High	High	High	High	High	Low	Low	High	High	Low	High	Low	High	High	Low	Low	ENSG00000147324	MFHAS1
High	Low	High	High	Low	Low	High	Low	High	High	High	High	Low	Low	Low	Low	Low	High	ENSG00000147364	FBXO25
High	High	Low	Low	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	High	Low	ENSG00000147394	ZNF185
High	High	Low	High	Low	Low	High	High	High	Low	High	High	High	High	Low	Low	High	Low	ENSG00000147437	GNRH1
Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	High	High	High	High	High	High	High	ENSG00000147443	DOK2
High	High	High	Low	High	High	High	Low	Low	High	High	Low	High	High	Low	Low	Low	Low	ENSG00000147459	DOCK5
High	High	High	High	High	High	High	Low	Low	Low	Low	Low	High	Low	High	High	High	High	ENSG00000147536	GINS4
Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	High	High	High	Low	Low	High	High	ENSG00000147576	ADHFE1
High	Low	High	High	Low	High	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000147650	LRP12
High	Low	Low	Low	Low	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000147679	UTP23
High	Low	Low	Low	Low	High	High	High	High	High	High	High	High	High	High	Low	Low	High	ENSG00000147687	TATDN1
Low	Low	High	Low	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	Low	ENSG00000147689	FAM83A
Low	Low	High	High	High	High	Low	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000147799	ARHGAP39
High	Low	High	High	Low	High	High	High	High	High	High	Low	Low	Low	Low	Low	High	Low	ENSG00000147852	VLDLR
Low	Low	Low	Low	High	High	Low	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	ENSG00000147862	NFIB
High	High	High	High	High	Low	High	Low	High	High	High	Low	Low	Low	Low	Low	Low	Low	ENSG00000147912	FBXO10
Low	Low	Low	Low	Low	High	High	High	Low	Low	Low	High	Low	Low	Low	Low	Low	Low	ENSG00000147996	CBWD5
High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	Low	Low	High	Low	Low	High	ENSG00000148057	IDNK
Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	High	Low	Low	Low	Low	High	Low	ENSG00000148120	C9orf3
High	High	Low	High	High	High	Low	High	Low	High	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000148143	ZNF462
Low	Low	High	High	Low	Low	High	Low	Low	Low	Low	Low	High	High	Low	High	Low	Low	ENSG00000148158	SNX30
High	High	High	High	High	High	High	High	High	Low	High	Low	Low	Low	High	High	High	High	ENSG00000148344	PTGES
Low	Low	Low	Low	Low	High	High	High	Low	Low	Low	High	Low	Low	High	High	High	High	ENSG00000148346	LCN2
Low	Low	High	Low	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	ENSG00000148426	PROSER2
Low	Low	Low	High	Low	Low	High	High	Low	Low	Low	Low	Low	Low	Low	Low	High	Low	ENSG00000148429	USP6NL
Low	High	High	Low	High	High	Low	Low	Low	Low	Low	Low	Low	Low	High	High	Low	Low	ENSG00000148459	PDSS1
High	High	Low	Low	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	High	Low	Low	ENSG00000148468	FAM171A1
High	Low	High	High	Low	High	High	Low	Low	High	High	High	Low	Low	Low	Low	High	Low	ENSG00000148481	FAM188A
High	High	High	High	High	High	High	High	High	High	High	High	Low	Low	Low	Low	High	High	ENSG00000148484	RSU1
High	High	Low	Low	Low	Low	Low	Low	High	High	High	High	Low	Low	Low	Low	High	High	ENSG00000148516	ZEB1
Low	Low	Low	Low	High	High	High	Low	High	Low	Low	Low	High	Low	Low	High	High	Low	ENSG00000148600	CDHR1
High	High	Low	High	Low	High	High	High	High	High	High	Low	High	Low	Low	High	Low	Low	ENSG00000148634	HERC4
High	High	Low	Low	High	High	High	High	High	High	High	High	Low	Low	High	High	High	High	ENSG00000148671	ADIRF
High	High	Low	Low	Low	Low	Low	High	High	High	High	High	Low	Low	Low	High	Low	High	ENSG00000148677	ANKRD1
Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	High	High	Low	Low	ENSG00000148735	PLEKHS1
High	High	High	High	High	High	High	Low	Low	Low	Low	Low	High	High	High	High	High	High	ENSG00000148773	MKI67
High	High	Low	Low	High	Low	Low	Low	Low	Low	Low	Low	Low	High	High	Low	Low	High	ENSG00000148798	INA
High	High	High	Low	High	High	Low	High	Low	Low	Low	Low	High	High	High	Low	Low	Low	ENSG00000148835	TAF5
High	High	High	High	High	High	High	High	Low	Low	Low	High	High	High	Low	High	High	High	ENSG00000148908	RGS10
Low	Low	Low	Low	High	High	High	High	Low	Low	Low	Low	Low	Low	High	High	High	High	ENSG00000149043	SYT8
Low	High	High	High	Low	Low	Low	Low	High	High	High	High	Low	Low	High	High	Low	High	ENSG00000149089	APIP
High	High	High	Low	Low	Low	Low	High	Low	Low	Low	Low	Low	Low	Low	Low	High	Low	ENSG00000149090	PAMR1
Low	Low	High	High	Low	Low	Low	Low	Low	Low	Low	Low	High	High	Low	High	Low	Low	ENSG00000149177	PTPRJ
Low	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000149179	C11orf49
High	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000149243	KLHL35
High	High	High	High	Low	Low	High	Low	Low	Low	Low	High	High	High	High	High	High	High	ENSG00000149260	CAPN5
High	High	High	High	High	High	High	Low	Low	Low	Low	Low	High	High	High	High	Low	High	ENSG00000149269	PAK1
High	High	High	High	Low	High	High	High	High	High	High	Low	High	High	Low	Low	Low	Low	ENSG00000149289	ZC3H12C
Low	Low	Low	Low	Low	Low	Low	High	High	High	High	High	High	High	High	High	High	High	ENSG00000149300	C11orf52
High	High	High	High	High	High	High	High	Low	Low	Low	Low	High	High	Low	Low	Low	Low	ENSG00000149308	NPAT
High	High	High	High	Low	High	High	Low	High	High	High	Low	High	High	Low	High	High	Low	ENSG00000149311	ATM
Low	Low	High	High	Low	Low	Low	High	Low	Low	Low	Low	Low	Low	High	High	Low	Low	ENSG00000149328	GLB1L2
Low	Low	Low	Low	High	High	High	High	Low	Low	Low	High	High	High	High	High	High	High	ENSG00000149418	ST14
High	High	Low	Low	Low	Low	Low	Low	High	High	High	High	High	High	High	High	High	High	ENSG00000149451	ADAM33
Low	Low	Low	Low	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	High	Low	ENSG00000149527	PLCH2
High	High	High	High	High	High	High	Low	Low	Low	Low	Low	High	High	High	High	Low	Low	ENSG00000149554	CHEK1
High	High	High	High	High	High	High	High	High	High	High	High	Low	Low	Low	Low	High	High	ENSG00000149557	FEZ1
High	High	Low	Low	Low	Low	Low	High	High	High	High	High	High	High	High	High	High	High	ENSG00000149564	ESAM
Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	Low	Low	Low	High	Low	Low	Low	ENSG00000149575	SCN2B
Low	Low	Low	Low	High	Low	Low	High	High	High	High	High	High	High	Low	Low	High	Low	ENSG00000149596	JPH2
Low	Low	High	High	Low	Low	High	Low	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000149599	DUSP15
High	Low	Low	High	Low	Low	Low	High	High	High	High	Low	High	High	High	High	High	High	ENSG00000149634	SPATA25
Low	Low	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	High	ENSG00000149922	TBX6
High	High	Low	Low	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000149948	HMGA2
High	High	Low	Low	Low	High	Low	High	Low	Low	Low	Low	Low	Low	High	Low	High	High	ENSG00000149968	MMP3
High	High	High	High	High	High	High	High	High	High	High	High	Low	Low	Low	Low	High	High	ENSG00000150281	CTF1
High	High	High	High	High	Low	Low	High	High	High	Low	High	High	Low	Low	Low	High	Low	ENSG00000150347	ARID5B
High	High	High	High	High	High	High	High	High	High	High	High	Low	Low	Low	Low	High	High	ENSG00000150457	LATS2
Low	Low	Low	Low	Low	High	High	High	Low	Low	Low	Low	High	High	High	High	Low	High	ENSG00000150527	CTAGE5
Low	Low	High	High	Low	Low	Low	Low	High	Low	Low	High	High	High	High	High	High	High	ENSG00000150540	HNMT
Low	Low	High	Low	Low	Low	Low	High	High	Low	High	Low	High	High	High	High	High	Low	ENSG00000150594	ADRA2A
High	High	Low	Low	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000150630	VEGFC
High	High	High	High	High	High	High	Low	High	Low	Low	High	Low	Low	High	High	High	Low	ENSG00000150687	PRSS23
Low	Low	Low	High	Low	Low	High	Low	High	High	Low	High	Low	Low	High	Low	High	High	ENSG00000150764	DIXDC1
Low	Low	Low	Low	High	High	High	Low	Low	Low	Low	High	High	High	High	High	High	High	ENSG00000150782	IL18
High	High	High	High	Low	Low	Low	Low	Low	Low	Low	High	Low	Low	Low	Low	Low	Low	ENSG00000150867	PIP4K2A
High	High	Low	Low	High	High	High	High	High	High	High	High	Low	High	High	Low	High	Low	ENSG00000150938	CRIM1
High	High	High	High	High	Low	High	Low	Low	Low	Low	Low	High	High	Low	Low	Low	Low	ENSG00000150967	ABCB9
High	Low	Low	High	High	High	High	High	Low	Low	Low	Low	Low	Low	High	Low	Low	Low	ENSG00000151012	SLC7A11
High	High	High	Low	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000151014	NOCT
High	High	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000151065	DCP1B
Low	Low	Low	Low	Low	Low	Low	Low	High	Low	Low	High	High	High	High	High	Low	Low	ENSG00000151079	KCNA6
High	Low	Low	High	Low	High	High	High	High	High	High	High	High	High	High	High	Low	High	ENSG00000151092	NGLY1
High	Low	High	High	High	High	High	Low	Low	High	Low	High	Low	Low	Low	Low	Low	High	ENSG00000151116	UEVLD
Low	Low	High	High	High	High	High	High	High	High	High	High	Low	Low	Low	Low	High	High	ENSG00000151117	TMEM86A
High	High	High	High	Low	High	High	High	Low	Low	Low	High	High	High	Low	Low	Low	Low	ENSG00000151233	GXYLT1
High	High	Low	High	High	High	High	High	Low	Low	Low	High	Low	Low	High	Low	Low	High	ENSG00000151292	CSNK1G3
Low	Low	Low	Low	High	High	High	High	Low	Low	Low	Low	Low	Low	High	High	Low	High	ENSG00000151364	KCTD14
Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	Low	Low	Low	High	High	High	Low	ENSG00000151365	THRSP
Low	Low	High	High	Low	High	High	Low	High	Low	Low	High	High	High	High	High	High	High	ENSG00000151470	C4orf33
High	High	High	High	Low	Low	High	High	Low	Low	High	High	High	Low	High	High	Low	High	ENSG00000151491	EPS8
High	High	High	High	High	High	High	High	Low	High	Low	Low	High	High	High	High	Low	Low	ENSG00000151503	NCAPD3
High	High	High	High	High	High	High	High	Low	Low	Low	Low	High	Low	Low	Low	Low	Low	ENSG00000151576	QTRT2
Low	Low	Low	Low	Low	Low	Low	Low	Low	High	Low	Low	High	High	High	High	Low	Low	ENSG00000151611	MMAA
Low	High	High	High	High	Low	High	Low	Low	Low	Low	Low	High	High	Low	Low	Low	Low	ENSG00000151612	ZNF827
High	High	Low	Low	Low	Low	Low	Low	High	High	High	Low	Low	High	Low	Low	High	Low	ENSG00000151617	EDNRA
Low	Low	Low	Low	Low	Low	High	High	High	High	High	High	Low	Low	High	High	High	High	ENSG00000151632	AKR1C2
High	High	High	High	Low	Low	High	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	ENSG00000151640	DPYSL4
Low	Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	Low	Low	Low	Low	Low	High	ENSG00000151650	VENTX
High	High	Low	Low	High	High	High	High	Low	Low	Low	Low	Low	High	Low	High	High	High	ENSG00000151651	ADAM8
High	Low	Low	High	Low	High	High	High	High	High	High	High	High	High	Low	Low	Low	High	ENSG00000151657	KIN
Low	Low	Low	Low	Low	High	High	High	High	High	High	Low	High	Low	High	High	High	High	ENSG00000151690	MFSD6
High	High	High	High	High	High	High	Low	Low	Low	Low	High	Low	Low	Low	Low	Low	Low	ENSG00000151693	ASAP2
Low	Low	Low	Low	Low	High	Low	Low	Low	Low	Low	High	High	High	High	High	High	High	ENSG00000151715	TMEM45B
High	Low	Low	Low	Low	High	Low	High	Low	High	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000151718	WWC2
High	High	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	Low	ENSG00000151725	CENPU
High	High	Low	Low	High	Low	Low	Low	High	High	High	High	Low	Low	Low	Low	Low	High	ENSG00000151778	SERP2
High	High	High	High	High	High	High	High	High	High	High	High	Low	Low	Low	Low	High	Low	ENSG00000151835	SACS
High	High	High	High	High	High	High	High	Low	Low	Low	High	High	High	High	Low	High	High	ENSG00000151846	PABPC3
High	High	Low	Low	High	High	Low	Low	Low	Low	Low	Low	High	High	Low	Low	Low	Low	ENSG00000151849	CENPJ
High	Low	Low	High	Low	High	High	High	Low	Low	High	High	Low	Low	Low	Low	High	Low	ENSG00000151881	TMEM267
Low	Low	High	High	Low	Low	Low	High	Low	Low	Low	Low	Low	Low	High	High	Low	High	ENSG00000151882	CCL28
High	High	Low	Low	High	High	High	High	High	High	High	High	High	High	Low	High	High	Low	ENSG00000151914	DST
Low	High	Low	Low	High	High	High	High	High	High	High	High	Low	Low	Low	Low	High	Low	ENSG00000151967	SCHIP1
High	High	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	High	ENSG00000152076	CCDC74B
Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	High	High	Low	Low	High	Low	Low	ENSG00000152078	TMEM56
High	High	High	High	High	High	High	High	Low	High	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000152104	PTPN14
Low	High	High	High	High	Low	High	Low	High	High	Low	Low	Low	Low	High	High	Low	Low	ENSG00000152127	MGAT5
Low	Low	Low	Low	Low	Low	Low	High	High	High	High	High	Low	Low	High	High	High	High	ENSG00000152137	HSPB8
Low	High	High	High	High	High	Low	Low	Low	High	High	High	Low	Low	High	Low	Low	High	ENSG00000152147	GEMIN6
High	High	High	High	High	High	High	Low	High	High	High	High	High	High	Low	Low	Low	Low	ENSG00000152193	RNF219
Low	Low	Low	Low	High	High	Low	Low	Low	Low	Low	High	High	Low	High	High	High	High	ENSG00000152213	ARL11
High	High	High	High	High	High	High	High	High	High	High	Low	High	High	Low	Low	High	Low	ENSG00000152223	EPG5
Low	High	Low	Low	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000152229	PSTPIP2
High	High	High	High	High	High	High	High	High	High	High	Low	Low	Low	Low	Low	High	Low	ENSG00000152242	C18orf25
High	High	Low	Low	Low	High	High	Low	High	High	High	Low	Low	Low	Low	Low	Low	Low	ENSG00000152256	PDK1
Low	Low	High	High	High	High	Low	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000152284	TCF7L1
High	Low	Low	High	Low	High	Low	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000152359	POC5
High	Low	Low	High	Low	Low	High	High	High	High	Low	High	High	High	Low	Low	High	Low	ENSG00000152409	JMY
Low	Low	Low	High	Low	Low	Low	High	High	High	High	Low	Low	Low	Low	Low	High	Low	ENSG00000152433	ZNF547
High	Low	High	High	Low	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000152439	ZNF773
High	High	High	High	High	High	High	High	Low	Low	Low	Low	High	High	High	Low	Low	High	ENSG00000152455	SUV39H2
High	High	Low	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	Low	Low	ENSG00000152457	DCLRE1C
High	High	High	High	High	High	High	High	Low	High	High	Low	Low	Low	High	Low	Low	High	ENSG00000152464	RPP38
High	High	High	High	High	High	High	Low	Low	Low	Low	High	Low	Low	Low	Low	Low	High	ENSG00000152465	NMT2
Low	Low	High	High	High	Low	Low	Low	Low	Low	Low	Low	High	Low	Low	Low	Low	High	ENSG00000152475	ZNF837
High	Low	Low	High	Low	Low	High	High	Low	Low	Low	Low	High	High	Low	Low	Low	Low	ENSG00000152520	PAN3
Low	Low	Low	Low	Low	Low	Low	Low	High	Low	Low	High	Low	High	Low	Low	High	Low	ENSG00000152580	IGSF10
Low	Low	Low	Low	Low	Low	Low	High	High	High	High	High	High	High	High	High	High	High	ENSG00000152583	SPARCL1
Low	Low	High	High	Low	Low	Low	Low	High	High	High	High	High	High	High	High	High	High	ENSG00000152642	GPD1L
Low	Low	High	High	High	High	High	High	Low	Low	Low	High	Low	Low	Low	High	High	High	ENSG00000152669	CCNO
Low	Low	High	Low	Low	Low	Low	Low	High	High	High	Low	Low	Low	Low	Low	Low	Low	ENSG00000152689	RASGRP3
High	High	High	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000152749	GPR180
High	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	ENSG00000152767	FARP1
Low	Low	High	High	Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	Low	Low	Low	ENSG00000152782	PANK1
